rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,day,month,year,match_id
rec-1829-dup-0,shakiroh,evans-zijlstra,1,ashkanasycrescent,townview,robina,2340,vic,05,09,1951,2187
rec-805-dup-2,,shelley,90,cromwell circuit,wombat hill,noble apark,2026,vic,11,07,1978,1246
rec-480-dup-1,aiden,ryan,292,honey patch,gundulu place,mosman,3076,wa,24,05,1936,502
rec-1200-dup-2,william,lazavroff,431,leahy lose,millwood,forbes,7256,qld,04,02,1978,1868
rec-717-org,jamie,van galen,64,callister crescent,mowbray,hackham,3060,nsw,09,09,1972,-1
rec-618-org,isabella,hendricks,86,colborne place,dog rock shopping centre,north ryde,2000,nsw,29,01,1977,41
rec-1509-org,lucas,benger,19,cunningham street,padicam,melton south,2232,nsw,30,10,1985,42
rec-1368-org,harrison,doman,20,harry hopman circuit,moline village,toowong,2088,sa,19,05,1957,43
rec-879-dup-1,clarke,isabella,59,gillespie street,,mount victoria,2147,act,10,01,1995,2571
rec-1668-dup-1,emmerson,loyck,5,burnie treet,gordale,thursday island,3147,vic,29,11,1921,1917
rec-794-org,sarah,behnke,3,pearson street,broombie stud,ramornie,2209,vic,10,09,1993,44
rec-1917-dup-3,angus,rees,5,heatonnplace,pangani,new farm,6210,nsw,23,07,1922,1117
rec-1081-dup-1,jordan,vaile,12,mullan street,rosewynne,mansfield,4153,qld,14,09,1994,2777
rec-568-org,tate,hingston,159,oxley street,wylarah,kurri kurri,5045,nsw,21,05,1968,46
rec-1333-org,charlotte,bovill,28,vickery street,cashbar,scarborough,3911,vic,12,04,1973,-1
rec-368-org,emma,matthews,39,vanzetti crescent,sunny brees,moorabbin,5158,qld,26,04,1991,47
rec-666-org,sophie,nguyen,26,namoi place,,mount colah,2550,nsw,17,11,1970,52
rec-1991-dup-3,kai,white,8,cockcrofqt avenue,allunga,parramaxta,4197,,09,10,1955,2557
rec-1878-org,blade,stingle,34,earle place,upper warrell,kellyville,5046,,25,09,1922,-1
rec-528-dup-2,rosie,rundle,8,sturt avneue,talonmane,bundaberg,2263,nt,09,11,1975,1925
rec-1180-dup-0,wanders,harry,120,morehead street,carrington trrmnt vlge,trevallyn,7205,sa,13,10,1912,1003
rec-1794-org,harrison,matthiessen,3,harbison crescent,oakdale,port kembla,2619,wa,30,04,1958,-1
rec-1130-dup-0,lauren,sounness,18,leist street,moondani,seaforth,832,qld,29,01,1990,2289
rec-569-dup-2,tommy,spinato,29,howie court,,ballarat,3356,nsw,29,11,1982,2807
rec-860-dup-0,connor,mayman,40,marenghoplace,wilga,toowoomba,2025,nsw,18,10,1965,739
rec-1667-dup-1,amber,pamplin,58,milton,sturt acenue,thornlie,5040,wa,07,04,1937,2162
rec-1337-dup-2,nathab,priest,363,banks street,manresa,malvern east,4750,act,28,04,1971,2846
rec-1901-dup-2,casey,vitkunas,22,jones place,karinga park,emmaville,2346,tas,NaT,NaT,NaT,1901
rec-125-dup-1,silas,webbm,20,jacka crvscent,shopping centre,nambour,4306,vic,12,02,1958,222
rec-78-dup-0,nicholas,fittock,10,fortitudey street,,st kilda east,2298,nt,25,10,1965,754
rec-1685-org,jayden,liberts,3,odern place,peppertree,corryong,2614,qld,18,12,1934,-1
rec-1706-org,ashleigh,quilliam,57,bedford street,rosall,surrey hills,6525,nsw,30,07,1946,55
rec-1953-org,joel,ryan,26,lance hill avenue,cameroo,forest hill,3070,nsw,15,06,1972,60
rec-115-org,danjel,vincent,7,forbes street,villa 3,toukley,3178,qld,03,07,1951,-1
rec-1068-org,jasper,jennion,16,fitzhardinge crescent,lords house,glenside,4034,nsw,14,04,1972,-1
rec-1981-dup-1,chloe,crosthwaite,42,ashkanasy crescent,,canterbury,4215,nsw,22,07,1955,1651
rec-479-dup-2,natqlee,coleman,293,minns place,,waterman,3910,vic,05,04,1911,2090
rec-224-org,sophie,laundy,15,la perouse street,k mart plaza,eight mile plains,3981,vic,29,10,1902,-1
rec-755-dup-2,reuven,edgecombe,6,ashburton circuit,north vaenue,palmerston,4231,vic,01,07,1954,632
rec-1667-dup-0,amber,pamplin,14,andrea palce,milton,seven hills,5054,wa,06,10,1969,2163
rec-1511-org,ayla,benjamin,3,bradfield street,concept,tatura,2030,wa,NaT,NaT,NaT,62
rec-1387-org,,kempton,8,homburg street,yellow dam,blacktown,3122,vic,08,11,1902,63
rec-1093-org,dylan,wilkins,18,denovan circuit,two tree hill,brighton-le-sands,2320,nsw,NaT,NaT,NaT,-1
rec-1518-org,sienna,slape,52,rene street,,burleigh waters,4034,vic,31,03,1940,-1
rec-1014-dup-2,michael,laverty,6,hytten place,sennockke,suffolk park,2208,vic,13,12,1963,387
rec-824-dup-0,jake,grosser,3,lexcen a venue,horseshoe bend,bomaderry,2161,vic,27,02,1967,439
rec-718-org,madison,maynard,257,holmes crescent,glenview,embleton,2154,nsw,06,05,1940,-1
rec-285-org,byron,wisowaty,58,pera place,john flynn medical centre,caulfield,6101,,04,03,1932,-1
rec-1857-dup-4,layla,thrussell,27,markell p lace,,frenchs forest,6728,qld,08,06,1925,2466
rec-1590-org,jack,mcneeley,39,keverstone circuit,royal queensland yacht squadron,brighton-le-sands,4702,wa,29,03,1988,64
rec-1996-org,grace,timmermans,18,cussen street,hallsville,preston,2251,wa,07,12,1950,69
rec-1540-dup-2,carly,benger,61,gellibrand street,gradnview,carnegie,4011,nsw,26,01,1971,1065
rec-935-dup-0,brydee,westermann,13,burkitt street,mlc centre,banks,3352,vic,26,01,1991,1558
rec-1183-org,isaac,clarke,1,armytage circuit,oaklands village,annangrove,3636,vic,25,04,1957,70
rec-1062-dup-1,madison,dixson,37,,white lodge,ringwoid,5047,sa,13,04,1994,1313
rec-256-dup-0,fraser,tadege,1,mcinneswstreet,,scarborojgh,2870,nsw,13,10,1900,2612
rec-1140-org,lara,chandler,42,dempster place,henry kendall bayside,kingaroy,2219,nsw,24,06,1936,-1
rec-1895-dup-3,hollv,shepherd,3,stillwell place,elstoh,albion park rail,6201,vic,23,03,1980,538
rec-401-dup-4,alexa-rose,white,22,warrego circuit,burnisde,bayswater,3040,nt,22,08,1916,2076
rec-571-org,oliver,cureton,164,drevermann street,burraminga,toronto,3149,qld,26,01,1992,72
rec-133-dup-4,benjamin,muog,302,peat place,arlnigton,frankston,4518,nsw,08,10,1910,877
rec-1534-dup-4,isabella,runlde,8,fawkner street,emerald agrigulural college,pottsville,6154,nsw,NaT,NaT,NaT,958
rec-421-org,charlie,ebert,21,brewster place,summerdale medical centre,frankston,4570,vic,20,10,1971,77
rec-1566-dup-3,haryr,clarke,0,hyndes crescent,royal brisbane hospital,homebush,4805,nsw,21,10,1997,1442
rec-165-org,hayden,ngai,40,hinkler street,berajondo,nightcliff,2263,vic,24,06,1997,79
rec-1617-org,samuel,wasley,12,earle street,university shores,northbridge,2530,nsw,03,10,1946,-1
rec-152-dup-0,amber,black well,25,thomso n street,warrina lakes,salisbury,3188,nsw,25,03,1986,35
rec-203-org,micaela,blackwell,0,lewin street,rosedina,dulwich hill,4103,nsw,04,12,1979,-1
rec-961-org,callie,bullock,7,warramoo crescent,kanangra hstl,noble park,2650,tas,13,10,1935,-1
rec-1610-org,sian,beelitz,3,ashkanasy crescent,miowera,sylvania,5042,nsw,04,09,1951,83
rec-1487-org,daniel,clarke,3,goldsborough close,,wilson,2206,wa,07,05,1963,-1
rec-1446-org,riley,faull,32,turner place,margaret river carvn park,long jetty,2033,nsw,28,07,1964,84
rec-118-org,riley,wegemer,45,phillip avenue,walhalla,cremorne,3937,wa,21,06,1954,86
rec-486-dup-0,alexandra,knapman,16,mceacherncxrescent,villa 306,chelsea heights,3429,sa,13,11,1915,2625
rec-1388-dup-0,niocla,collier,0,schaff eyr place,mt styrt,sheidow park,2098,nsw,23,06,1942,294
rec-703-org,emiily,vodden,41,clement place,arcadia,st johns park,2170,nsw,18,12,1981,89
rec-732-dup-1,cassandra,rafanelli,3025,,berragoon,st slbans,3020,wa,01,07,1927,2601
rec-286-dup-2,dominxic,flockhart,2,oxley street,clear creek,northgate,3000,wa,21,06,1989,945
rec-1031-org,samantha,sabieray,68,quandong street,wattle brae,gorokan,4019,wa,07,08,1959,-1
rec-286-dup-4,dominic,flockhdart,26,oxley street,clear creek,northgate,3001,wa,21,06,1989,946
rec-13-org,harrison,paulka,211,bourne street,tally ho,ballina,3976,vic,22,01,1926,90
rec-299-org,toby,maczkowiack,8,kanooka street,carinya vlge,canley vale,3219,nsw,28,03,1900,93
rec-1442-org,ruby,jeffries,73,forbes street,underwood,st albans,4165,nsw,05,07,1949,95
rec-779-dup-2,charlotte,mccraken,5,,flr 5 john flynnmedical centre,bligh park,4814,nsw,29,05,1957,2198
rec-375-dup-2,sma,webb,5,deamer cerescent,belaradah,west lakes shore,2570,wa,15,12,1936,1616
rec-1883-dup-1,jonah,nguyen,8,dalley crescent,the palms village,kingary,2607,nsw,19,10,1959,758
rec-1729-org,eliza,white,82,summerland circuit,rsd shee oak ridge,thornlie,2345,qld,03,01,1942,-1
rec-438-org,barnaby,egan,13,britten-jones drive,rawdon,kaleen,4304,vic,29,05,1927,97
rec-1232-dup-1,kate,rawlings,70,corin place,oxfodrd,kuraby,4216,qld,25,09,1933,451
rec-245-org,mackinley,rees,93,oman place,locn 2192,parmelia,3084,wa,08,07,1971,100
rec-1228-dup-4,hayden,covino,10,glengariffe,deamer cf escent,north ryde,2705,qld,04,11,1954,2106
rec-1347-org,jessica,ryan,37,mccrae street,cherry haven,junortoun,6065,vic,25,02,1998,-1
rec-1945-dup-2,bradley,clarke,40,sharwood csrescent,lynd hurat,ringwood,3959,wa,02,03,1951,1286
rec-1454-dup-0,locylan,grosser,5,yapunyah street,youralla,gingin,5276,nsw,10,02,1953,755
rec-306-org,danielle,morrison,95,london circuit,sec 552,bibra lake,4701,vic,09,07,1903,102
rec-1185-dup-0,alessandria,rabbitt,19,ellenborough street,inglemer,mirrabooka,2186,vic,10,04,1990,2811
rec-1346-org,phoebe,pettman-south,108,kernot street,surfrider carvn park,ballina,3175,vic,28,03,1972,-1
rec-907-dup-0,laura,braunak,87,durville crescent,,graceyville,2536,nsw,19,04,1955,1677
rec-443-dup-0,joshu a,hohn,97,somme rlad place,coralyn,eight mile plains,3178,vic,22,04,1926,1748
rec-361-org,millane,mccarthy,3,alfred hill drive,hold fast shores,mortlake,2032,wa,18,08,1963,105
rec-891-dup-0,emma,thackeray,71,kinkead street,warrah lea,newcomb,4161,,13,09,1967,1867
rec-1177-org,,,1,amaroo wallaroo road,parkside flats,chester hill,4811,nsw,04,08,1925,-1
rec-818-org,malakai,schoppe,31,boddington crescent,broadwater caravn park,trafalgar,2747,vic,21,12,1914,106
rec-1845-org,anastasia,kromwyk,17,dyson street,,talwood,4115,vic,NaT,NaT,NaT,-1
rec-1334-org,jared,wytkin,61,belfield crescent,rowethorpe,bundaberg,5081,,25,10,1983,109
rec-1113-dup-2,brinaa,morrison,4,coolac vplace,esk farm,seaton,2566,vic,03,12,1913,2576
rec-332-dup-0,lily,petersen,13,bissenberger crescent,,melville,2250,,26,03,1902,2864
rec-1815-org,sophie,lovelock,7,calder crescent,,pitt town,3810,nsw,13,04,1947,113
rec-144-org,joshua,eyles,27,harcourt street,belmore river,underdale,2112,vic,19,12,1986,-1
rec-1903-dup-0,abbey,herno,1,drosera place,quandialla,yarra junction,800,vic,13,06,1976,2268
rec-853-org,alexandra,heron,327,tullaroop street,vinery,elsternwick,6208,nsw,09,06,1940,115
rec-1035-dup-0,jaiden,rollins,48,tulgeywood,rossarden street,balwyn north,2224,nt,22,07,1928,1679
rec-960-dup-1,timothy,neville,21,fihelly street,villa2,st lucia,3108,wa,23,11,1978,135
rec-1124-dup-0,jarod,mccarthy,63,henty street,moriah ifelds,,2166,nsw,29,05,1940,2486
rec-517-dup-4,erin,humphreys,11,endeavour street,lake macquzrie vlge,umina beach,4873,nsw,19,05,1967,2358
rec-1746-dup-0,ruby,reid,7,fitzmaurice street,,eaglwhawk,2260,qld,26,06,1912,2822
rec-283-dup-2,charlie,primvaera,6,chauvel street,st francis vlge,dover yeights,2533,nsw,14,03,1925,983
rec-439-dup-1,christian,ferris,3,coombe street,warraview,plumpton,5008,nsw,22,02,1993,1425
rec-1967-dup-2,eliza,mason,57,kennedy sreet,brentwodo vlge,bundamba,4067,tas,24,11,1907,1447
rec-1062-dup-3,kylie,dixon,4,sanford xplace,white lofdge,phillip,5047,sa,04,04,1900,1314
rec-71-dup-0,lauren,paine,27,mcvey pace,yambira,helid on,2776,qld,02,05,1944,2713
rec-1925-dup-3,alexandra,grosvenor,16,anembo street,glenlee,frankston,4818,nsw,05,03,1993,1349
rec-1109-org,harrison,schumann,24,monaro crescent,donnelly rvr villg,oakleigh,2280,nsw,13,10,1999,120
rec-1644-dup-1,beams,emiily,1,tarrabo ol street,,andergrove,2075,qld,24,11,1901,2428
rec-1157-dup-1,ryan,fey,82,kitchener street,un t 1,slacks creek,3450,qld,28,09,1987,1180
rec-738-dup-2,georgia,byersi,17,hilder street,,palmerston,4740,nse,30,05,1955,730
rec-362-org,anika,spicer,3,melrose drive,rmbe 770,view bank,2067,nsw,12,10,1986,123
rec-1835-org,liam,kothe,8,beaurepaire crescent,,allawah,4570,qld,20,07,1974,-1
rec-219-dup-4,jaco b,,24,downward place,banksia village,bunbury,4671,qld,30,05,1947,2071
rec-899-org,pia,campbell,28,euree street,ursula,corowa,3199,vic,04,07,1915,-1
rec-550-org,lucinda,mcneill,7,ashburton circuit,malekula,vaucluse,3223,qld,28,02,1909,125
rec-1407-org,olivia,wheatley,5,crisp circuit,stanhope sth,lake clarendon,4575,qld,07,10,1942,127
rec-1258-dup-0,thomas,finlay,2,vicke ry street,brindabella court,page,2160,qld,29,08,1952,2678
rec-517-dup-1,erin,humphreys,11,endeavour street,lake macquaire vlge,elanora heights,4874,nsw,19,05,1967,2359
rec-286-dup-1,dominic,,2,oxley street,clear creek,northgate,3000,wa,21,06,1989,947
rec-1343-dup-1,isabella,gilbertson,67,boswell c rescent,,morwell,4704,qld,11,10,1911,903
rec-1985-dup-0,holly,shepherd,44,castlereaghcrescent,dalkeith cottage,eaton,6060,vic,16,08,1998,572
rec-4-org,lachlan,goldsworthy,61,ashkanasy crescent,mcivor ridge,rowville,3158,vic,18,08,1945,-1
rec-990-org,andrea,brokenshire,3,sturdee crescent,,birmingham gardens,2455,nsw,19,06,1945,129
rec-1570-org,jed,hearn,560,gairdner circuit,hd curramulka,alice springs,3056,qld,12,03,1906,-1
rec-410-dup-2,jordhau,ryan,16,carnegie crescent,tahmoor,millrbook,6004,vic,03,09,1990,1648
rec-1799-org,joshua,morrison,17,beasley street,,tingalpa,5097,vic,23,11,1910,131
rec-1852-dup-0,flynn,crea,45,,,lismore,2068,nsw,18,03,1961,1494
rec-1271-dup-1,jacob,marampon,39,lowanna street,glenveagh,keysborough,3806,vic,NaT,NaT,NaT,461
rec-750-org,olivia,philps,84,ennor crescent,yarawee,king river,2540,nsw,02,03,1977,-1
rec-247-org,madison,fenwick,63,terry close,llandina,glenside,4551,sa,11,07,1921,-1
rec-277-org,juliana,petersen,25,currong street,admiralty quays,glenside,5280,nsw,10,05,1961,134
rec-1191-dup-3,loan,green,11,marlock street,kersley mews,an ula,6233,nsw,14,05,1944,884
rec-1616-dup-0,ebpony,,90,david street,,long jetty,6630,nsw,14,06,1941,300
rec-960-org,timothy,neville,21,fihelly street,villa 2,st lucia,3108,wa,23,11,1978,138
rec-421-dup-2,charlei,ebert,21,brewste r place,summerdale medical centre,frankston,4570,vic,20,10,1971,74
rec-454-dup-0,bianca,marlow,34,dietricho place,,alice springs,5065,wa,01,02,1998,2883
rec-1236-dup-1,kayne,priest,48,temperley street,sunrest squd,north nrarabeen,3995,wa,18,11,1983,2588
rec-108-org,madison,boxhall,10,yanda street,kookaburra village,dapto,4703,sa,26,09,1917,141
rec-1390-org,erin,birchby,24,burrowes place,elston,creswick,4721,vic,22,10,1946,-1
rec-1111-dup-2,jasmine,sach,17,goble s treet,ren own,gawler west,2031,nsw,09,11,1979,1072
rec-1548-org,jack,brock,1,duhig place,,boyanup,2484,nsw,22,04,1980,144
rec-1452-org,hugo,walkington,51,oxley street,karoo,oak park,6026,nsw,27,02,1915,-1
rec-1941-org,,whiteley,17,mcluckie crescent,kintrye,malvern east,4810,vic,08,09,1980,-1
rec-1776-org,cameron,unyland,25,chewings street,underwood,broken hill,6109,qld,04,09,1998,-1
rec-1334-dup-0,jared,wytkon,61,belfield crescent,rowethorpe,bundaberg,5081,,25,10,1983,107
rec-1399-org,danielle,millar,6,stanfield close,rosetta village,blackburn north,3102,qld,07,10,1999,-1
rec-1577-org,charlotte,carbone,12,peppin place,,albury,4559,sa,26,11,1917,-1
rec-147-dup-0,matthew,seddon,195,collingriddge street,port 366,paralowie,3830,nsw,05,03,1992,1532
rec-1416-dup-1,any,miteff,68,john clelad crescent,barkom,blackheath,2036,qld,28,02,1916,2579
rec-1539-dup-0,jessica,wasley,53,eyre street,milmilland,cronulla,2564,wa,04,10,1993,981
rec-250-org,keely,dixon,2,lacey place,briars meadows,barrington,5087,nsw,28,03,1938,-1
rec-397-org,matthew,brookhouse,3,goodparla street,timdoolin,highett,2170,nsw,15,11,1910,146
rec-1425-org,,rundle,101,eaglemont retreat,laalgarths,prospect,6168,qld,03,01,1907,147
rec-1707-dup-4,,frgh,62,matina street,sun city r esort,ascot park,4107,wa,03,02,1976,330
rec-1481-org,olivia,cecotti,4,dobell circuit,,cabramatta,6152,vic,19,09,1958,148
rec-1113-dup-1,brianna,morrison,4,burston place,esk f airm,seaton,2566,vic,03,12,1913,2577
rec-1076-dup-1,sarah,greenw,37,kelleway avenue,allandale,marlesgon,6014,qld,08,09,1914,183
rec-1050-org,jenna,pasalic,679,tarana street,mallanganee,osborne,4342,vic,24,11,1954,152
rec-905-org,kylie,koziol,16,wolff crescent,brentwood vlge,kurrajong heights,3135,vic,09,07,1932,153
rec-1811-dup-0,samuel,walls,74,shoalhaven avenue,clearc reek,racevieh,3223,nsw,09,04,1937,511
rec-436-org,christopher,behnke,378,troughton street,,geranium,3496,qld,30,09,1908,-1
rec-497-dup-3,alexandra,clarke,184,sadlier srreet,yakatoon,westbrook,2756,qld,29,01,1919,663
rec-1697-dup-2,zachary,ebert,64,costello circuit,foxlea,mosman,2280,nsw,17,02,1939,1767
rec-762-org,zarlia,lowe,48,van raalte place,hd blanche sec 28,cabramatta,3192,wa,26,07,1973,-1
rec-111-org,jasmine,morrison,16,methven place,armidale,point lonsdale,3211,wa,10,08,1976,154
rec-1554-dup-0,joshua,felmingham,46,fullagar crescent,mariner views,evandsle,2229,nsw,15,03,1981,1460
rec-1684-dup-4,holly,stoker,5,ballumbir street,chetwynd,kirrawee,6009,vic,21,01,1930,2519
rec-1478-dup-1,nicilas,fogg,48,wilshire street,safar i lodge,lemonhrove,2011,,27,11,1990,2256
rec-1329-dup-0,grayson,stanley,9,eaglemont retreat,,brighton-le-sands,4107,tas,22,04,1971,1007
rec-1341-dup-0,liam,grubb,63,rowellsplace,,kotara south,3002,qld,16,04,1966,438
rec-686-org,toby,garran,8,mcguiness place,the tops,miami,3125,qld,17,08,1952,155
rec-439-dup-2,christian,walch,3,coombe street,warraview,plumpotn,5008,nsw,22,02,1993,1426
rec-288-dup-0,nataoia,georfe,22,woollum s treet,glenview,morwell,6065,wa,06,03,1954,2597
rec-1069-org,connor,moerland,38,arthur circle,red cross units,greenwood,2680,wa,22,12,1935,158
rec-1353-dup-0,jessica,mac kinder,15,wright place,,lavender bay,4727,sa,17,12,1919,2299
rec-761-dup-0,hayley,white,1,hallenc lose,chelsez house,oran ge,2176,sa,09,09,1981,1440
rec-302-org,amber,white,31,moodie street,degafelga,eaton,2042,nsw,19,08,1912,160
